rpm;T;Q;P;CT;CQ;CP
1141;5.574820540946036;0.2055054152987461;24.557933731549788;0.0307154927211855;0.0014153370591508;0.0088928250147631
1142;5.585320094910425;0.205868261160673;24.6228550457197;0.0307194717603448;0.0014153540279722;0.0088929316330125
1143;5.595829349964452;0.2062314214809429;24.68789000734591;0.0307234431223956;0.0014153709288777;0.0088930378245339
1144;5.606348306065978;0.2065948962612871;24.75303871543824;0.0307274068291118;0.0014153877621575;0.00889314359115
1145;5.616876963277418;0.2069586855044679;24.81830126913082;0.0307313629027574;0.0014154045281072;0.0088932489347191
1146;5.627415321452325;0.2073227892109199;24.88367776727958;0.0307353113643703;0.0014154212270054;0.0088933538569905
1147;5.637963380748566;0.2076872073842878;24.949168309126254;0.0307392522365705;0.0014154378591509;0.0088934583598429
1148;5.6485211411844;0.2080519400266293;25.01477299372328;0.0307431855411299;0.0014154544248305;0.0088935624450776
1149;5.659088602761527;0.2084169871398636;25.080491920107324;0.030747111299648;0.0014154709243286;0.0088936661144814
1150;5.669665765299599;0.208782348724569;25.14632518715432;0.0307510295326552;0.001415487357919;0.0088937693697753
1151;5.680252629037195;0.2091480247849773;25.21227289418088;0.030754940262876;0.0014155037258991;0.0088938722128275
1152;5.690849193891634;0.2095140153218502;25.278335140086718;0.0307588435112088;0.0014155200285413;0.0088939746453497
1153;5.701455459863098;0.2098803203374939;25.34451202395836;0.0307627392989217;0.0014155362661272;0.0088940766691108
1154;5.712071426962942;0.2102469398342723;25.410803644890294;0.0307666276472633;0.0014155524389374;0.0088941782858737
1155;5.722697095225959;0.2106138738137851;25.47721010188553;0.030770508577528;0.0014155685472458;0.0088942794973604
1156;5.73333246458068;0.2109811222777911;25.543731493967027;0.0307743821103594;0.0014155845913263;0.0088943803052915
1157;5.743977535136434;0.2113486852290893;25.61036792028453;0.0307782482672937;0.0014156005714584;0.0088944807114229
1158;5.754632306885642;0.2117165626697127;25.677119479896064;0.0307821070691594;0.0014156164879152;0.00889458071747
1159;5.765296779758165;0.212084754600611;25.74398627172896;0.0307859585363727;0.001415632340961;0.0088946803250944
1160;5.775970953799202;0.2124532610244159;25.810968394915356;0.0307898026898898;0.0014156481308702;0.0088947795360203
1161;5.786654829097545;0.2128220819437956;25.878065948592894;0.0307936395508199;0.0014156638579163;0.008894878351965
1162;5.797348405534538;0.2131912173594341;25.945279031658888;0.0307974691390897;0.001415679522358;0.0088949767745549
1163;5.808051683136642;0.2135606672738464;26.012607743233907;0.0308012914753233;0.001415695124465;0.0088950748054848
1164;5.818764662046939;0.2139304316898625;26.08005218247802;0.0308051065806847;0.001415710664508;0.0088951724464546
1165;5.829487342113106;0.214300510608059;26.14761244827754;0.0308089144746959;0.0014157261427413;0.0088952696990623
1166;5.840219723413974;0.214670904031025;26.215288639764758;0.0308127151780281;0.0014157415594312;0.0088953665649819
1167;5.850961805933824;0.2150416119606922;26.283080855992715;0.0308165087107765;0.0014157569148386;0.008895463045852
1168;5.861713589688026;0.2154126343988182;26.35098919599395;0.0308202950931255;0.0014157722092219;0.0088955591432965
1169;5.872475074694262;0.2157839713475966;26.41901375885515;0.0308240743451964;0.0014157874428412;0.0088956548589492
1170;5.883246260976359;0.2161556228089892;26.48715464363549;0.0308278464870681;0.0014158026159537;0.0088957501944267
1171;5.894027148505822;0.2165275887845545;26.555411949345498;0.0308316115384707;0.0014158177288128;0.0088958451513213
1172;5.904817737247829;0.2168998692759338;26.62378577500655;0.0308353695190292;0.0014158327816714;0.0088959397312214
1173;5.915618027346183;0.2172724642863291;26.692276219832426;0.0308391204492274;0.0014158477747912;0.0088960339357714
1174;5.926428018302159;0.217645373820807;26.76088338326749;0.0308428643461276;0.0014158627084448;0.0088961277666841
1175;5.937247709481082;0.2180185978848749;26.82960736481252;0.0308466012260308;0.0014158775829063;0.0088962212256821
1176;5.948077101111287;0.2183921364825154;26.898448263782768;0.0308503311096642;0.0014158923984386;0.0088963143144172
1177;5.958916193064781;0.218765989614495;26.967406179098717;0.0308540540158302;0.0014159071552826;0.0088964070344025
1178;5.969764985406385;0.2191401572834395;27.036481209910537;0.0308577699642605;0.00141592185369;0.0088964993872195
1179;5.980623478086476;0.2195146394898381;27.1056734551057;0.0308614789740226;0.0014159364938974;0.0088965913743555
1180;5.991491671110514;0.2198894362363741;27.17498301384304;0.0308651810643988;0.0014159510761546;0.0088966829973798
1181;6.002369564605754;0.2202645475258782;27.24440998530072;0.0308688762552266;0.0014159656007111;0.0088967742578599
1182;6.0132571584521886;0.2206399733586567;27.313954468345607;0.0308725645649995;0.0014159800677991;0.0088968651572545
1183;6.0241544526757975;0.2210157137370063;27.38361656209129;0.0308762460128932;0.0014159944776623;0.0088969556970952
1184;6.035061447283688;0.2213917686624588;27.45339636555751;0.0308799206179163;0.0014160088305384;0.0088970458788759
1185;6.045978142293534;0.2217681381371342;27.52329397783758;0.0308835883990618;0.001416023126668;0.0088971357041069
1186;6.056904537754205;0.2221448221634257;27.59330949805968;0.030887249375412;0.0014160373662918;0.0088972251743024
1187;6.067840633678711;0.2225218207427676;27.66344302523377;0.0308909035657962;0.0014160515496438;0.0088973142909312
1188;6.078786429984934;0.2228991338763344;27.73369465833813;0.0308945509884914;0.0014160656769549;0.0088974030554447
1189;6.089741926730122;0.2232767615664473;27.80406449649425;0.0308981916624166;0.0014160797484623;0.0088974914693333
1190;6.100707123948124;0.2236547038153698;27.874552638817477;0.030901825606302;0.0014160937644018;0.008897579534078
1191;6.111682021556619;0.2240329606234271;27.945159184182277;0.0309054528382221;0.0014161077249956;0.008897667251076
1192;6.122666619681841;0.2244115319938732;28.01588423182889;0.0309090733772397;0.0014161216304836;0.0088977546218341
1193;6.133660918265927;0.2247904179280765;28.08672788076336;0.0309126872414185;0.0014161354810926;0.0088978416477773
1194;6.1446649173251;0.2251696184272902;28.157690229977877;0.0309162944491306;0.0014161492770477;0.0088979283303194
1195;6.1556786168535655;0.2255491334939586;28.228771378614194;0.0309198950185703;0.0014161630185802;0.0088980146709146
1196;6.166702016842399;0.2259289631289405;28.299971425616544;0.0309234889678505;0.0014161767059106;0.008898100670948
1197;6.177735117405343;0.2263091073352063;28.371290470194225;0.0309270763156331;0.0014161903392716;0.008898186331881
1198;6.188777918345731;0.2266895661127399;28.442728611183043;0.030930657078959;0.0014162039188759;0.0088982716550513
1199;6.1998304199283725;0.2270703394657961;28.51428594795512;0.0309342312771132;0.0014162174449621;0.0088983566419574
1200;6.210892621927993;0.2274514273935506;28.58596257924604;0.0309377989268659;0.001416230917736;0.0088984412938923
1201;6.2219645245064426;0.2278328298991721;28.65775860429329;0.0309413600468555;0.0014162443374272;0.008898525612299
1202;6.233046127579898;0.228214546984202;28.729674122130803;0.0309449146544309;0.0014162577042542;0.0088986095985502
1203;6.244137431157417;0.2285965786495525;28.80170923171391;0.0309484627673404;0.0014162710184306;0.0088986932539878
1204;6.255238435319844;0.2289789248977627;28.873864032203468;0.0309520044036233;0.0014162842801791;0.0088987765800107
